City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
285,saint-pierre,-21.3393,55.4781,23.09,64,61,2.57,RE,1699923004
286,djamaa,33.5339,5.9931,16.02,57,0,0.7,DZ,1699923004
287,sao paulo de olivenca,-3.3783,-68.8725,23.68,97,28,0.67,BR,1699923004
288,bangassou,4.7413,22.8184,21.27,98,100,2.27,CF,1699923004
289,haiku-pauwela,20.9219,-156.3051,28.01,63,20,11.32,US,1699923005
290,baracoa,20.3467,-74.4958,26.45,86,21,3.94,CU,1699923005
291,luanda,-8.8368,13.2343,27.0,83,75,4.63,AO,1699923006
292,whakatane,-37.9585,176.9854,20.49,72,100,3.58,NZ,1699923006
293,pavlovsk,50.4578,40.1081,5.52,79,100,3.56,RU,1699923006
294,tippi,7.2,35.45,17.23,97,79,1.53,ET,1699923006
295,ulanhot,46.0833,122.0833,-1.26,45,7,1.9,CN,1699923007
296,klyuchi,52.2667,79.1667,3.16,92,99,4.15,RU,1699922743
297,poronaysk,49.2167,143.1167,-3.36,72,16,3.5,RU,1699923007
298,port alfred,-33.5906,26.891,13.99,94,94,5.23,ZA,1699923008
299,sheffield lake,41.4875,-82.1015,11.96,54,0,10.01,US,1699923008
300,kuanda,56.3161,116.0806,-14.15,83,45,0.53,RU,1699923008
301,chengde,40.9725,117.9361,0.24,34,7,1.64,CN,1699923008
302,georgetown,5.4112,100.3354,28.3,89,20,2.06,MY,1699922810
303,magnolia,33.2671,-93.2393,12.83,87,100,2.31,US,1699923009
304,tagab,34.855,69.6492,9.82,15,0,2.4,AF,1699923009
305,eureka,40.8021,-124.1637,15.37,89,100,0.42,US,1699923009
306,siguiri,11.6667,-9.5,22.4,16,77,1.16,GN,1699923009
307,port saint john's,-31.6229,29.5448,16.71,77,100,2.82,ZA,1699923010
308,qamdo,31.1667,97.2333,-4.48,50,64,1.88,CN,1699923010
309,weno,7.4515,151.8468,28.4,74,100,2.6,FM,1699923010
310,howard springs,-12.497,131.047,31.6,64,45,1.34,AU,1699923011
311,akureyri,65.6835,-18.0878,0.96,80,75,1.03,IS,1699923011
312,yemel'yanovo,56.1681,92.6767,1.45,93,40,4.0,RU,1699923011
313,marka,1.7159,44.7717,27.03,79,100,3.09,SO,1699922728
314,dudinka,69.4058,86.1778,-21.4,90,8,3.5,RU,1699923012
315,xining,36.6167,101.7667,0.31,53,0,0.87,CN,1699923012
316,grand forks,47.9417,-97.4337,7.04,64,0,5.66,US,1699922733
317,sittwe,20.15,92.9,24.89,84,100,2.39,MM,1699923012
318,selfoss,63.9331,-20.9971,6.69,71,100,7.98,IS,1699923012
319,porto novo,6.4965,2.6036,24.9,86,3,1.1,BJ,1699923012
320,puerto gaitan,4.3133,-72.0816,27.34,76,82,2.22,CO,1699923013
321,medenine,33.355,10.5055,17.83,68,0,2.37,TN,1699923013
322,mount gambier,-37.8333,140.7667,15.17,62,100,1.66,AU,1699923013
323,tsiombe,-25.3,45.4833,21.73,83,98,2.4,MG,1699923013
324,carnot,4.9409,15.8665,21.58,95,17,0.67,CF,1699923014
325,brewton,31.1052,-87.0722,14.59,92,100,3.08,US,1699923014
326,columbia,34.0007,-81.0348,11.8,80,0,1.54,US,1699922824
327,raduzhny,62.0961,77.475,-13.89,95,100,1.42,RU,1699923014
328,trelew,-43.249,-65.3051,16.53,18,100,13.36,AR,1699923014
329,bisert',56.8617,59.0523,2.44,97,100,5.09,RU,1699923014
330,acarau,-2.8856,-40.12,26.73,80,100,7.36,BR,1699923015
331,san martin,-33.081,-68.4681,20.3,27,0,2.96,AR,1699923015
332,kalmunai,7.4167,81.8167,25.07,89,70,1.73,LK,1699923015
333,lata,40.1629,-8.3327,15.51,94,100,0.61,PT,1699923015
334,muri,23.3667,85.8667,17.76,61,10,1.27,IN,1699923016
335,whitby,54.4877,-0.615,9.37,80,95,10.15,GB,1699922812
336,namie,37.4833,141.0,10.4,78,65,2.79,JP,1699923016
337,north platte,41.1239,-100.7654,14.51,33,0,4.02,US,1699923016
338,tofol,5.3248,163.0078,30.88,70,75,4.63,FM,1699923016
339,south sioux city,42.4739,-96.4136,13.97,30,0,4.63,US,1699923017
340,garoowe,8.4054,48.4845,24.36,75,100,4.42,SO,1699923017
341,kolpashevo,58.3131,82.9089,-6.05,92,16,3.13,RU,1699923017
342,barabai,-2.5833,115.3833,29.71,66,100,0.71,ID,1699923017
343,general pico,-35.6566,-63.7568,13.39,44,0,2.13,AR,1699923018
344,bloemhof,-27.6469,25.607,16.83,44,0,4.95,ZA,1699923018
345,i-n-salah,27.1935,2.4607,20.17,31,0,5.12,DZ,1699922942
346,buurhakaba,2.8026,44.0781,24.05,91,58,2.46,SO,1699923018
347,rabo de peixe,37.8,-25.5833,16.73,99,40,6.69,PT,1699923019
348,san patricio,28.017,-97.5169,17.69,91,100,5.33,US,1699923019
349,carnarvon,-24.8667,113.6333,21.41,68,100,2.97,AU,1699922975
350,dzuunmod,48.2199,97.3744,-10.29,87,100,0.67,MN,1699923020
351,papao,-17.75,-149.55,28.82,91,94,6.45,PF,1699923020
352,surskoye,54.4821,46.7214,6.16,78,100,5.05,RU,1699923020
353,hengchun,22.0042,120.7439,23.96,67,100,7.9,TW,1699923021
354,la'ie,21.6477,-157.9253,28.98,72,78,4.92,US,1699923021
355,beloyarskiy,63.7119,66.6722,-8.33,92,100,3.58,RU,1699923022
356,novaya igirma,57.1334,103.9112,-1.27,92,100,4.39,RU,1699923022
357,ipoh,4.5841,101.0829,29.0,94,20,1.03,MY,1699923022
358,sarina,-21.4333,149.2167,29.59,47,0,4.13,AU,1699923023
359,ocean shores,46.9737,-124.1563,10.53,82,2,3.16,US,1699923023
360,sinabang,2.4803,96.3801,24.14,93,100,1.31,ID,1699923023
361,kolno,53.4115,21.9291,3.91,74,100,3.84,PL,1699923024
362,ichinoseki,38.9167,141.1333,7.68,82,88,3.34,JP,1699923024
363,dickson,36.077,-87.3878,14.85,52,0,0.0,US,1699922844
364,forster,-32.1667,152.5167,22.99,69,29,5.79,AU,1699923024
365,laojunmiao,39.8333,97.7333,-1.78,38,74,2.03,CN,1699923025
366,buka,40.8108,69.1986,7.39,40,0,1.32,UZ,1699923025
367,tashtyp,52.7939,89.8983,0.22,88,100,4.58,RU,1699923025
368,bu'aale,1.0833,42.5833,24.23,93,99,1.76,SO,1699923025
369,gusev,54.5922,22.1997,3.41,92,100,3.29,RU,1699923025
370,yeniseysk,58.4497,92.1703,-4.45,88,67,4.12,RU,1699923026
371,port lincoln,-34.7333,135.8667,16.73,70,64,4.74,AU,1699922878
372,brooks,50.5834,-111.8851,10.79,52,100,8.23,CA,1699923026
373,quesnel,52.9999,-122.5029,2.28,93,100,1.54,CA,1699923027
374,gulma,12.6423,4.3555,23.89,13,59,4.33,NG,1699923027
375,fonte boa,-2.4959,-66.2662,26.01,76,26,0.37,BR,1699923027
376,bridgetown,13.1,-59.6167,28.27,74,20,9.26,BB,1699923027
377,santa cruz,-17.8,-63.1667,29.7,70,20,4.12,BO,1699923027
378,rongelap,11.1635,166.8941,28.14,82,100,7.51,MH,1699923028
379,lalibela,12.0333,39.0333,15.26,63,98,1.79,ET,1699923028
380,mufumbwe,-13.6833,24.8,17.66,92,63,1.48,ZM,1699923028
381,dunedin,-45.8742,170.5036,15.45,65,99,3.13,NZ,1699923028
382,blenheim,-41.516,173.9528,18.62,71,3,2.24,NZ,1699923029
383,tshikapa,-6.4167,20.8,20.29,95,100,0.43,CD,1699923029
384,ismailia,30.6043,32.2723,20.86,83,0,3.88,EG,1699923029
385,parintins,-2.6283,-56.7358,28.62,46,91,1.18,BR,1699922936
386,hastings,50.8552,0.5729,13.86,85,100,12.7,GB,1699922945
387,amahai,-3.3333,128.9167,29.27,70,43,0.74,ID,1699923030
388,howrah,22.5892,88.3103,20.0,88,20,3.09,IN,1699923030
389,yung shue wan,22.2333,114.1167,20.34,74,100,0.45,HK,1699923031
390,kapuskasing,49.4169,-82.4331,1.05,93,100,4.12,CA,1699922942
391,hovd,48.0056,91.6419,-5.73,85,100,1.39,MN,1699923026
392,bandon,51.7469,-8.7425,11.77,87,99,9.03,IE,1699923031
393,lerwick,60.1545,-1.1494,7.96,70,92,6.08,GB,1699923032
394,mana,5.6592,-53.7767,26.64,85,5,4.14,GF,1699923032
395,chabahar,25.2919,60.643,24.81,52,2,2.21,IR,1699923032
396,hadibu,12.65,54.0333,26.19,86,85,4.98,YE,1699923033
397,vylkove,45.4021,29.586,6.64,55,13,3.31,UA,1699923033
398,turtas,58.9417,69.1325,-0.16,91,100,5.1,RU,1699923033
399,montepuez,-13.1256,38.9997,21.2,90,100,1.42,MZ,1699923033
400,richards bay,-28.783,32.0377,17.66,83,100,4.74,ZA,1699923033
401,cacoal,-11.4386,-61.4472,26.1,74,29,2.93,BR,1699922876
402,saldanha,-33.0117,17.9442,19.03,74,10,4.01,ZA,1699923034
403,borculo,52.1158,6.5222,12.39,85,100,10.82,NL,1699923034
404,isla del bosque,22.7333,-105.85,26.13,76,0,3.81,MX,1699923034
405,kavaratti,10.5669,72.642,27.36,71,44,1.43,IN,1699923034
406,paoy paet,13.6561,102.5625,25.19,88,92,4.43,KH,1699923034
407,ancud,-41.8697,-73.8203,6.74,71,28,4.2,CL,1699923035
408,atlanta,33.749,-84.388,14.29,70,0,0.0,US,1699922893
409,tamanrasset,22.785,5.5228,14.95,25,0,2.06,DZ,1699923035
410,barrancas,10.9576,-72.7877,25.42,98,100,1.54,CO,1699923035
411,fortaleza,-3.7227,-38.5247,28.37,79,40,6.17,BR,1699922857
412,chonchi,-42.6128,-73.8092,6.56,88,68,1.53,CL,1699923035
413,burlington,39.8835,-74.6413,8.21,70,20,0.0,US,1699923036
414,knokke-heist,51.3333,3.3333,13.34,76,92,12.26,BE,1699923036
415,pisco,-13.7,-76.2167,20.01,88,0,5.14,PE,1699923036
416,czarna bialostocka,53.3051,23.2815,1.38,94,100,2.97,PL,1699923036
417,al hilaliyya,14.9398,33.234,30.08,31,100,4.24,SD,1699923036
418,karratha,-20.7377,116.8463,26.67,41,6,6.17,AU,1699923036
419,manga,11.6636,-1.0731,24.8,18,50,2.83,BF,1699923037
420,lospalos,-8.5186,127.0025,30.64,46,16,2.02,TL,1699923037
421,baijiantan,45.6333,85.1833,4.54,51,32,6.81,CN,1699923037
422,international falls,48.6011,-93.411,2.24,83,100,1.54,US,1699923037
423,khovd,48.0056,91.6419,-5.73,85,100,1.39,MN,1699923037
424,kanchanaburi,14.6333,99.1,24.34,92,99,3.87,TH,1699923037
425,likhoslavl',57.1275,35.464,3.81,97,100,3.99,RU,1699923038
426,kisiwani,-4.1333,37.95,20.85,96,56,0.48,TZ,1699923038
427,faya-largeau,17.9257,19.1043,25.19,19,88,11.05,TD,1699922981
428,cowdenbeath,56.1119,-3.3443,6.91,93,75,0.51,GB,1699923038
429,puerto baquerizo moreno,-0.9,-89.6,23.66,84,100,4.9,EC,1699923038
430,zambezi,-13.5432,23.1047,21.67,70,100,1.59,ZM,1699923039
431,ust-tsilma,65.441,52.1498,-5.22,95,100,1.34,RU,1699923039
432,paracuru,-3.41,-39.0306,27.28,78,98,4.67,BR,1699922904
433,bel ombre,-4.6167,55.4167,27.91,78,20,2.06,SC,1699922855
434,leava,-14.3,-178.1667,28.74,82,100,7.0,WF,1699923039
435,nadym,65.5333,72.5167,-15.85,96,100,3.93,RU,1699923039
436,williston,48.147,-103.618,7.95,48,100,2.87,US,1699923040
437,ketchikan,55.3422,-131.6461,5.99,70,0,1.54,US,1699923040
438,camacupa,-12.0167,17.4833,17.74,84,64,0.97,AO,1699923040
439,severo-yeniseyskiy,60.3725,93.0408,-10.64,94,100,3.49,RU,1699923040
440,ain oussera,35.4514,2.9058,14.17,40,1,0.91,DZ,1699923040
441,hornostayivka,47.0078,33.729,8.11,66,12,2.53,UA,1699923041
442,namtsy,62.7161,129.6658,-25.69,100,98,0.96,RU,1699923041
443,trincomalee,8.5711,81.2335,26.1,84,99,1.65,LK,1699923041
444,al jawf,29.5,38.75,20.87,52,0,4.59,SA,1699923041
445,bukama,-9.2,25.85,20.98,99,100,0.96,CD,1699923041
446,kailua-kona,19.6406,-155.9956,30.28,73,40,5.14,US,1699923041
447,botelhos,-21.6333,-46.395,23.42,48,26,0.94,BR,1699923041
448,muroto-misakicho,33.2833,134.15,13.25,51,0,0.76,JP,1699923042
449,phra phutthabat,14.7253,100.7954,26.96,78,20,7.64,TH,1699923042
450,mossel bay,-34.1831,22.146,13.96,85,4,8.6,ZA,1699923042
451,morpeth,55.1676,-1.6912,9.32,93,20,6.17,GB,1699923042
452,alupka,44.4167,34.05,8.03,88,100,0.87,UA,1699923042
453,la passe,45.5549,-0.8967,16.13,95,100,6.01,FR,1699923042
454,praia da vitoria,38.7333,-27.0667,15.98,94,20,1.2,PT,1699923043
455,el granada,37.5027,-122.4694,18.58,74,0,4.12,US,1699923043
456,mabaruma,8.2,-59.7833,25.37,85,19,2.14,GY,1699923043
457,conceicao do araguaia,-8.2578,-49.2647,28.01,42,0,2.21,BR,1699923043
458,chudey,48.0525,25.6221,4.25,79,46,2.47,UA,1699923043
459,tra mhor,52.1624,-7.1524,12.27,89,100,2.68,IE,1699923043
460,moroni,-11.7022,43.2551,26.26,81,56,1.54,KM,1699923043
461,mugia,43.1041,-9.2179,18.84,96,100,12.53,ES,1699923044
462,ngaoundere,7.3167,13.5833,19.4,83,32,1.58,CM,1699923044
463,khandyga,62.6667,135.6,-28.01,99,65,1.32,RU,1699923044
464,tekkali,18.6167,84.2333,21.98,76,100,2.71,IN,1699923044
465,pacasmayo,-7.4006,-79.5714,19.98,82,17,7.01,PE,1699923044
466,nema,57.5067,50.5011,3.42,97,100,5.13,RU,1699923044
467,omdurman,15.6445,32.4777,30.31,23,47,5.48,SD,1699923045
468,newman,37.3138,-121.0208,23.19,48,99,0.45,US,1699923045
469,hailar,49.2,119.7,-13.39,91,24,3.19,CN,1699923045
470,amga,60.8953,131.9608,-23.29,100,100,0.92,RU,1699923045
471,ebaye,8.7748,167.7392,31.01,74,40,7.2,MH,1699923045
472,semera,11.501,41.201,23.19,63,79,3.9,ET,1699923045
473,gazli,40.1333,63.45,6.94,42,100,5.22,UZ,1699923045
474,fort bragg,35.139,-79.006,10.75,79,0,0.0,US,1699923046
475,pacific grove,36.6177,-121.9166,15.76,79,10,2.68,US,1699923046
476,sandpoint,48.2766,-116.5533,6.36,88,100,4.12,US,1699923046
477,rach gia,10.0167,105.0833,26.56,86,73,3.88,VN,1699923046
478,choma,-16.8065,26.9531,21.23,41,64,2.67,ZM,1699923046
479,kenora,49.8167,-94.4337,2.54,80,75,3.09,CA,1699923046
480,shalqar,47.8333,59.6,4.95,80,100,6.07,KZ,1699923046
481,valparaiso,-33.0393,-71.6273,15.8,55,0,5.66,CL,1699923047
482,naze,28.3667,129.4833,16.51,59,80,3.74,JP,1699923047
483,mount pearl,47.5166,-52.7813,0.08,82,75,3.6,CA,1699923047
484,challapata,-18.9,-66.7667,13.89,19,0,6.85,BO,1699923047
485,machakos,-1.5167,37.2667,16.97,98,95,0.81,KE,1699923047
486,timimoun,29.2639,0.231,19.21,20,0,4.12,DZ,1699923047
487,todos santos,23.45,-110.2167,26.91,67,9,0.96,MX,1699923048
488,chela,34.069,104.4619,2.25,77,65,0.81,CN,1699923048
489,magong,23.5654,119.5863,22.17,76,92,12.72,TW,1699923048
490,labytnangi,66.6572,66.4183,-20.01,100,100,0.57,RU,1699923048
491,yaren,-0.5472,166.916,27.98,79,100,11.88,NR,1699923048
492,jiuquan,39.7432,98.5174,0.46,37,11,1.84,CN,1699923048
493,kharan,28.5833,65.4167,17.33,28,0,2.89,PK,1699923048
494,hajdusamson,47.6,21.7667,7.82,93,100,5.66,HU,1699923049
495,san andres,12.5847,-81.7006,28.01,83,20,1.03,CO,1699923049
496,sawakin,19.1059,37.3321,28.11,75,9,0.2,SD,1699923049
497,bichura,50.5881,107.6022,-7.71,76,100,1.0,RU,1699923049
498,liberal,37.0431,-100.921,11.08,46,0,3.09,US,1699923049
499,mandal,25.45,74.5667,18.39,41,100,0.8,IN,1699923049
500,ivins,37.1686,-113.6794,17.59,26,100,1.13,US,1699923049
501,revda,56.801,59.9303,2.39,96,100,4.93,RU,1699923050
502,kuluncak,38.8828,37.6728,10.51,70,100,3.51,TR,1699923050
503,acapulco de juarez,16.8634,-99.8901,29.9,66,0,4.63,MX,1699923050
504,illapel,-31.6308,-71.1653,14.59,66,0,1.08,CL,1699923050
505,kichmengskiy gorodok,59.9816,45.7854,3.86,97,100,4.47,RU,1699923050
506,pyapon,16.2833,95.6833,25.61,88,96,2.55,MM,1699923050
507,venado,22.9333,-101.0833,16.57,81,66,2.97,MX,1699923050
508,sao felix do xingu,-6.6447,-51.995,27.53,45,1,1.27,BR,1699923051
509,podgornoye,51.735,39.1496,5.92,87,0,3.0,RU,1699923051
510,mermoz boabab,14.7065,-17.4758,25.88,78,0,3.09,SN,1699923051
511,fuqing,25.725,119.3794,14.87,70,100,2.83,CN,1699923051
512,rancho palos verdes,33.7445,-118.387,22.64,74,75,5.66,US,1699923052
513,onega,63.9061,38.1404,-4.13,92,92,3.18,RU,1699923052
514,rokupr,8.6717,-12.395,24.56,90,100,0.86,SL,1699923052
515,zelenokumsk,44.4069,43.8806,9.39,72,100,4.63,RU,1699923052
516,qorovulbozor,39.5006,64.7936,3.84,44,100,2.85,UZ,1699923052
517,darovskoy,58.77,47.9564,2.57,96,100,4.85,RU,1699923052
518,ipatovo,45.7181,42.9036,10.49,59,100,5.73,RU,1699923052
519,nicoya,10.1483,-85.452,24.69,93,100,0.71,CR,1699923052
520,zeya,53.75,127.2667,-9.73,72,100,0.66,RU,1699923054
521,mar del plata,-38.0023,-57.5575,15.53,47,0,8.05,AR,1699922777
522,nola,40.922,14.5329,18.13,90,88,1.38,IT,1699923054
523,xuddur,4.1213,43.8894,22.65,92,100,4.35,SO,1699923054
524,gobabis,-22.45,18.9667,23.19,39,100,2.88,NA,1699923054
525,nabire,-3.3667,135.4833,30.8,60,98,1.89,ID,1699922963
526,red deer,52.2668,-113.802,8.27,49,100,5.66,CA,1699922794
527,borzya,50.3833,116.5167,-13.31,87,52,0.96,RU,1699923055
528,miri,4.4148,114.0089,27.08,89,20,1.54,MY,1699923055
529,tejen,37.3834,60.5054,13.17,44,15,4.7,TM,1699923055
530,el calafate,-50.3408,-72.2768,3.94,54,100,5.17,AR,1699923056
531,nieves,15.3274,120.9485,27.73,72,38,1.41,PH,1699923056
532,meihekou,42.5272,125.6753,-2.68,74,4,2.28,CN,1699923056
533,mariehamn,60.0973,19.9348,1.92,93,100,1.54,AX,1699923056
534,buulobarde,3.8538,45.5674,24.68,89,34,2.53,SO,1699923056
535,katsuren-haebaru,26.3369,127.8719,22.21,49,75,4.63,JP,1699923057
536,kulhudhuffushi,6.6221,73.07,27.57,74,31,1.93,MV,1699923057
537,gawler,-34.6,138.7333,20.05,61,100,2.28,AU,1699923057
538,suntar,62.1444,117.6319,-7.71,95,100,2.75,RU,1699923057
539,siem reap,13.5,104.0,25.85,88,100,1.41,KH,1699923057
540,otukpa,7.0892,7.6499,23.5,83,100,0.49,NG,1699923057
541,wuwei,37.9281,102.6414,1.99,37,0,0.93,CN,1699923058
542,calvinia,-31.4707,19.776,16.15,35,0,4.74,ZA,1699923058
543,sanghar,26.0466,68.9481,21.77,28,97,2.85,PK,1699923058
544,torquay,50.4638,-3.5143,13.29,82,56,11.25,GB,1699923058
545,berdigestyakh,62.0989,126.6992,-16.6,98,100,1.68,RU,1699923058
546,constitucion,-35.3333,-72.4167,10.35,84,10,6.61,CL,1699923058
547,dongola,19.1667,30.4833,27.24,33,100,5.36,SD,1699923059
548,waverly,42.7392,-84.6208,7.96,60,0,4.63,US,1699922934
549,taourirt,34.4073,-2.8973,18.05,40,100,0.68,MA,1699923059
550,shahr-e babak,30.1165,55.1186,12.07,21,50,3.06,IR,1699923059
551,tindouf,27.6711,-8.1474,20.25,30,0,3.09,DZ,1699923059
552,aasiaat,68.7098,-52.8699,-10.17,83,100,1.56,GL,1699923059
553,ntoum,0.3833,9.7833,23.87,95,99,0.58,GA,1699923059
554,nikolayevsk-on-amure,53.1406,140.73,-6.49,85,100,3.18,RU,1699923060
555,st. paul,44.9444,-93.0933,9.73,54,0,2.06,US,1699923060
556,cruz del eje,-30.7264,-64.8039,19.24,35,0,3.63,AR,1699923060
557,coquimbo,-29.9533,-71.3436,14.85,82,0,3.6,CL,1699923060
558,uige,-7.6087,15.0613,19.27,98,99,1.08,AO,1699923060
559,queenstown,-31.8976,26.8753,10.43,83,95,3.21,ZA,1699923060
560,kallar kahar,32.7833,72.7,14.74,59,0,1.8,PK,1699923060
561,sant lluis,39.8526,4.2594,17.22,100,0,3.6,ES,1699923061
562,geidam,12.897,11.9304,25.98,21,100,4.19,NG,1699923061
563,ghormach,35.7306,63.7826,11.3,49,48,1.37,AF,1699923061
564,de aar,-30.6497,24.0123,11.86,67,0,9.06,ZA,1699923061
565,dwarka,22.2394,68.9678,25.63,41,97,4.92,IN,1699923035
566,lenino,45.2986,35.7771,9.65,87,100,5.42,UA,1699923061
567,algarrobo,10.1869,-74.5753,26.36,91,99,2.98,CO,1699923062
568,gisborne,-38.6533,178.0042,21.25,37,92,5.53,NZ,1699923062
569,yauya,-8.9833,-77.3,12.95,72,100,2.42,PE,1699923062
570,alta,69.9689,23.2717,-10.41,80,100,1.03,NO,1699923062
571,lazaro cardenas,17.9583,-102.2,27.49,78,97,3.06,MX,1699923063
572,verkhnevilyuysk,63.4453,120.3167,-13.44,96,100,2.36,RU,1699923063
